,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
414,6273.911874,2011-02-16,18577,86,21,76,0,6,412.8
415,3726.727996,2011-02-26,0,112,7,34,1,1,806.4
416,5285.1186689999995,2011-01-24,40783,67,13,43,1,9,321.6
417,5110.680779,2011-01-28,0,74,34,51,0,4,532.8
418,7126.596501000001,2011-02-03,17483,183,24,63,0,1,1317.6
419,4601.634099,2011-01-27,84394,114,9,38,0,1,691.412378
420,9155.239699,2011-02-04,0,127,3,93,0,3,804.811859
421,14808.05624,2011-02-22,41440,62,20,80,1,2,297.6
422,8901.678356999999,2011-01-19,0,136,14,69,1,8,1090.86434
423,5734.598243,2011-01-05,98132,71,10,61,0,3,50.587035
424,4177.696973,2011-02-03,0,112,4,49,0,1,537.6
425,27776.289060000003,2011-01-18,88220,230,28,63,0,2,151.528482
426,10364.34749,2011-01-09,58327,129,31,5,0,3,347.075948
427,7851.901368000001,2011-02-03,25950,66,27,1,0,2,271.69752900000003
428,4772.943848,2011-02-18,20993,133,35,90,0,1,638.4
429,14226.50485,2011-01-08,65726,177,35,90,0,7,849.6
430,4031.104947,2011-02-07,0,63,35,59,3,3,639.4589900000001
431,2794.9074760000003,2011-01-22,39783,72,28,43,0,1,345.6
432,4362.931238,2011-01-03,58842,110,6,74,0,1,528.0
433,9624.524417,2011-01-20,25629,124,3,70,2,6,595.2
434,5015.009472,2011-02-03,48567,130,12,15,0,1,624.0
435,6948.422239,2011-02-07,0,196,0,73,2,1,1337.063487
436,2896.918767,2011-02-09,33746,74,1,6,1,1,355.2
437,21903.91364,2011-02-26,22254,79,22,75,0,2,125.19438899999999
438,9028.821403,2011-02-14,65974,113,3,43,0,3,235.220971
439,5303.759534000001,2011-01-02,0,76,18,63,0,3,395.34111
440,4165.354461,2011-01-03,17161,113,1,22,1,1,542.4
441,5123.768112,2011-02-27,0,74,1,62,0,7,772.7985110000001
442,9492.342964,2011-01-15,0,132,9,85,0,6,633.6
443,8204.863191,2011-01-02,0,73,9,14,0,2,350.4
444,9877.295699,2011-01-31,67752,131,4,40,4,9,168.517149
445,4815.009736,2011-01-16,25398,64,30,80,0,6,307.2
446,6277.011679,2011-02-18,0,88,30,19,0,4,633.6
447,8260.639809,2011-01-02,33321,105,6,2,0,3,504.0
448,2549.450038,2011-01-20,0,78,13,32,0,1,845.654042
449,4502.679656,2011-01-27,68798,114,19,69,0,1,92.915251
450,3803.9217810000005,2011-01-26,20325,100,4,6,0,1,668.2939700000001
451,8635.4035,2011-02-15,13129,117,15,93,0,6,700.9016320000001
452,5510.558964,2011-01-07,0,73,24,57,0,4,525.6
453,3585.884123,2011-01-10,49080,91,14,68,0,1,25.299
454,4889.25278,2011-02-20,42536,63,30,57,0,6,375.330097
455,2756.941661,2011-01-18,29926,74,25,34,0,1,418.23366699999997
456,3289.547398,2011-01-24,0,86,5,55,0,1,398.240791
457,10937.1785,2011-01-08,21450,138,15,35,0,4,938.513425
458,7375.567916,2011-02-09,33345,65,32,52,0,2,338.619869
459,10110.77818,2011-02-16,15752,90,27,37,0,2,339.344531
460,5119.414293,2011-01-10,40169,65,1,47,1,3,302.818833
461,8533.832013,2011-02-28,26049,113,10,15,1,9,619.165344
462,2224.768,2011-01-22,0,68,3,4,0,1,326.4
463,8042.803784000001,2011-01-05,55411,100,24,53,0,4,259.561195
464,2554.437138,2011-01-21,12459,70,4,41,0,1,336.0
465,18073.93999,2011-01-24,64620,76,24,32,1,2,364.8
466,2430.506586,2011-01-14,83140,61,25,70,0,1,179.161843
467,3167.6584420000004,2011-01-19,0,92,20,50,0,1,662.4
468,5465.603983,2011-01-31,54422,68,9,8,0,5,75.501852
469,10357.514220000001,2011-02-16,68309,131,4,67,0,9,306.983596
470,2537.813878,2011-01-12,56621,65,27,36,2,1,84.026848
471,2821.947219,2011-01-06,38977,70,27,22,0,1,139.489926
472,7757.128145999999,2011-01-23,0,111,32,13,0,3,607.4459
473,4079.1326670000003,2011-02-18,0,114,12,43,0,1,631.124372
474,5955.544552,2011-02-07,0,83,35,87,0,8,628.023494
475,14158.613640000001,2011-02-26,83235,70,16,33,0,2,336.0
476,8487.238032,2011-01-05,0,74,7,93,0,2,426.655599
477,6285.476868,2011-02-10,32390,80,20,36,0,8,91.417923
478,11473.48149,2011-01-12,66538,95,14,64,0,2,317.844812
479,2310.882998,2011-01-01,0,64,12,24,0,1,460.8
480,23594.6802,2011-01-31,76358,66,25,3,0,2,86.46158199999999
481,2514.59196,2011-02-14,43860,65,15,58,0,1,156.124914
482,5380.898636,2011-02-24,55350,67,0,13,0,9,321.6
483,4770.550911,2011-02-01,12964,65,2,37,0,4,362.77454500000005
484,6756.651404000001,2011-01-06,33288,86,1,27,2,9,221.85618399999998
485,5936.011772999999,2011-01-27,0,84,31,25,0,3,980.169081
486,3570.760509,2011-01-07,56168,88,13,20,0,1,614.6759059999999
487,6019.960469,2011-01-31,0,92,3,28,0,4,662.4
488,5426.863953,2011-02-25,23105,69,15,21,0,3,331.2
489,2730.313804,2011-01-03,36218,68,6,83,0,1,145.25216799999998
490,4982.681374,2011-02-27,52275,62,6,88,0,5,374.240783
491,8769.266756,2011-01-19,49665,74,5,51,0,2,355.2
492,4220.613534,2011-01-31,32471,110,0,87,0,1,528.0
493,11537.505070000001,2011-01-21,0,86,12,89,1,2,619.2
494,5887.182043,2011-02-14,62773,73,19,57,0,9,80.669257
495,4700.5837710000005,2011-02-18,76694,117,34,23,0,1,561.6
496,10963.95723,2011-02-08,55687,276,33,91,0,1,1324.8
497,2523.171245,2011-01-30,0,70,20,81,0,1,504.0
498,3757.8047159999996,2011-01-28,36633,96,20,61,1,1,460.8
499,12941.73353,2011-01-24,77060,106,23,90,0,2,468.566133
500,3764.465074,2011-02-17,92600,94,9,48,0,1,842.43785
501,6889.557028,2011-02-04,0,66,2,75,0,2,475.2
502,3623.4541979999995,2011-01-20,0,111,6,24,2,1,1171.9311699999998
503,7582.113842,2011-02-03,64801,64,23,19,0,2,268.471802
504,8277.745579999999,2011-02-06,45257,103,33,90,0,4,494.4
505,2576.4555969999997,2011-01-22,26854,66,31,70,0,1,475.2
506,8205.387936,2011-02-22,85840,102,14,79,2,4,138.722385
507,19582.46887,2011-01-29,26463,72,28,93,0,2,345.6
508,6481.526576,2011-01-13,30689,81,23,51,0,5,467.24802
509,2599.310879,2011-02-13,29590,66,17,18,0,1,467.503236
510,9830.337629000001,2011-02-10,25965,253,15,59,0,1,1214.4
511,10442.65139,2011-01-26,17269,139,3,31,0,5,667.2
512,36057.537019999996,2011-02-07,90330,137,0,86,3,2,192.085299
513,8470.036773,2011-01-07,0,113,34,5,0,8,619.973889
514,8278.786492,2011-01-18,0,110,20,66,0,7,1002.7825529999999
515,4788.932597999999,2011-02-22,0,67,2,49,1,3,321.6
516,3087.999917,2011-01-16,18558,80,17,23,0,1,384.0
517,4443.736209000001,2011-01-01,46384,113,33,93,0,1,251.77457400000003
518,7984.086473,2011-02-10,0,72,1,77,0,2,866.2083210000001
519,7180.971028,2011-01-09,42303,180,24,66,0,1,1210.920949
520,15656.03434,2011-02-02,71731,130,12,50,0,2,599.648466
521,5780.182197,2011-02-26,51066,74,23,0,0,8,787.993313
522,20714.940430000002,2011-02-01,0,203,20,66,0,2,2027.7244420000002
523,5337.352409,2011-02-14,0,86,19,93,3,5,619.2
524,5050.826183,2011-02-25,0,69,16,45,0,6,72.852047
525,5116.624022,2011-02-17,26173,68,2,10,1,9,449.81967099999997
526,7268.7369579999995,2011-02-08,24445,63,18,15,0,2,302.4
527,2616.613903,2011-02-25,72302,66,6,27,0,1,316.8
528,3738.436222,2011-02-11,27208,102,10,65,0,1,489.6
529,2725.356404,2011-01-03,36650,69,2,70,1,1,56.60333000000001
530,5453.861203,2011-01-04,30855,68,7,15,0,7,259.060862
531,6846.150323000001,2011-01-27,0,95,13,20,0,5,456.0
532,6172.914199,2011-01-27,99960,76,19,83,0,4,364.8
533,10346.324540000001,2011-02-13,0,98,1,15,0,2,470.4
534,6997.008618000001,2011-01-08,55873,88,30,19,0,6,299.356083
535,4196.257691,2011-02-26,18052,111,5,71,0,1,699.1679
536,7858.1097629999995,2011-02-01,28937,104,28,23,2,6,117.959654
537,6064.343994,2011-01-16,0,86,34,80,0,5,545.2403410000001
538,17497.52201,2011-02-28,0,73,9,94,0,2,350.4
539,8970.647312000001,2011-02-06,12829,118,33,1,0,9,328.231432
540,5923.1172289999995,2011-02-02,92163,73,3,79,0,6,66.56864200000001
541,35850.59935,2011-01-06,17588,192,24,92,0,2,1382.4
542,4331.460674,2011-02-11,82302,106,11,92,0,1,722.178166
543,13309.33517,2011-01-13,0,127,19,40,0,2,609.6
544,4528.50489,2011-02-25,70340,113,5,56,0,1,542.4
545,2791.9065140000002,2011-02-06,0,74,35,59,0,1,532.8
546,8092.87696,2011-02-05,50825,102,3,46,0,3,369.614729
547,7996.007479999999,2011-01-19,93459,99,9,85,0,5,655.41333
548,5129.7389920000005,2011-01-25,86148,65,19,51,2,4,312.0
549,5697.175238000001,2011-01-17,27048,72,5,85,0,4,345.6
550,9217.130629000001,2011-02-27,73259,115,7,31,0,4,673.34265
551,10208.927609999999,2011-02-14,35482,129,21,59,0,3,619.2
552,4170.6873479999995,2011-01-17,29462,107,28,23,1,1,513.6
553,4505.405812,2011-02-15,67801,115,12,45,1,1,23.810491
554,3107.568648,2011-01-19,0,94,34,59,4,1,451.2
555,5528.664986,2011-02-07,16042,73,33,58,0,9,350.4
556,5045.866663000001,2011-01-27,28056,64,32,41,1,8,307.2
557,2962.722482,2011-01-09,16495,85,25,75,3,1,408.0
558,8665.956372,2011-02-08,41163,108,11,66,0,3,231.922173
559,11413.44115,2011-02-06,0,161,3,71,1,9,772.8
560,15488.43196,2011-01-05,33799,109,28,52,3,2,664.980242
561,6048.574243,2011-01-01,0,61,17,71,3,2,292.8
562,5934.741492,2011-02-28,87747,147,3,87,1,1,46.492039
563,3543.2321380000003,2011-02-09,35695,90,2,7,0,1,432.0
564,3490.028304,2011-01-27,90985,87,33,39,0,1,78.085149
565,3683.0998640000003,2011-01-06,0,101,19,16,0,1,564.466556
566,5989.773931000001,2011-01-19,66839,154,33,24,0,1,739.2
567,12500.84302,2011-01-15,0,165,16,43,0,3,792.0
568,8609.158215000001,2011-01-14,79090,107,2,74,0,3,289.040734
569,2497.45507,2011-02-12,24825,64,34,44,0,1,155.938593
570,7019.177186,2011-01-23,26806,63,32,19,0,2,302.4
571,5387.926265,2011-01-21,56835,67,25,16,0,3,326.549425
572,6165.557517,2011-01-24,0,88,12,54,0,6,653.6566799999999
573,2730.2029399999997,2011-02-25,46135,69,12,68,0,1,103.935601
574,5162.116943999999,2011-01-03,0,73,21,87,0,4,809.532341
575,7937.064822,2011-02-01,22862,67,9,40,0,2,321.6
576,8608.157233,2011-02-04,21450,110,8,80,2,3,528.0
577,2632.545795,2011-01-22,95854,65,16,78,0,1,312.0
578,7785.0042140000005,2011-02-19,44897,99,22,46,1,7,580.7253099999999
579,8255.76385,2011-01-14,54040,103,14,88,0,4,59.987126
580,4980.825042,2011-02-10,53265,62,12,27,0,3,238.00507400000004
581,7457.237794,2011-02-22,0,198,18,55,1,1,1577.674417
582,12302.76244,2011-01-05,43817,62,25,12,1,2,245.44762200000002
583,6862.508337,2011-02-27,54780,88,22,72,3,5,135.26125
584,9048.983447,2011-01-24,0,119,9,8,0,3,571.2
585,5548.031892,2011-01-13,67798,69,1,78,0,9,331.2
586,8312.681598000001,2011-01-03,21442,118,32,84,0,3,566.4
587,2389.980951,2011-02-17,27615,62,19,18,1,1,297.6
588,4458.113369,2011-01-02,17622,65,1,36,1,3,312.0
589,5295.7417159999995,2011-02-25,50200,135,23,98,0,1,637.063458
590,3839.6061170000003,2011-02-21,0,112,3,51,2,1,537.6
591,3731.5045840000002,2011-02-24,0,96,31,34,0,1,460.8
592,2778.903705,2011-02-27,73570,70,0,46,1,1,75.93609599999999
593,4016.5419950000005,2011-02-10,0,111,4,85,0,1,799.2
594,8236.917193000001,2011-02-02,0,106,11,15,0,6,603.0581139999999
595,2491.317024,2011-01-29,36631,62,30,77,0,1,67.530904
596,2908.8759170000003,2011-01-29,35895,73,11,51,0,1,312.921256
597,4282.9479710000005,2011-02-26,40864,109,16,70,1,1,166.937747
598,8341.623748,2011-01-08,0,118,15,77,0,4,566.4
599,5090.781344,2011-02-05,93018,63,5,90,0,3,135.382194
600,7366.1883,2011-02-13,70014,62,6,4,0,2,17.742954
601,2436.8751260000004,2011-02-25,48875,61,20,9,0,1,1.8383669999999999
602,8852.688689,2011-02-05,67969,74,11,14,0,2,197.77600900000002
603,23875.47675,2011-02-14,0,108,8,55,0,2,612.102262
604,5600.4965409999995,2011-01-23,68665,69,33,67,0,7,331.2
605,4636.54647,2011-01-01,26802,66,7,43,1,5,316.8
606,7573.3450569999995,2011-02-20,0,110,6,37,0,6,1193.036154
607,14696.63549,2011-01-29,45345,125,0,73,0,2,600.0
608,12298.6863,2011-02-20,17101,113,1,88,0,2,542.4
609,7724.840065,2011-02-07,32051,193,4,40,1,1,926.4
610,5946.670679,2011-02-22,81139,74,22,69,0,3,392.6364
611,8000.545061,2011-01-02,63834,100,23,19,1,3,215.226476
612,6457.560953,2011-01-05,37548,81,12,9,0,3,160.59866200000002
613,7281.440140000001,2011-01-07,0,69,28,28,3,2,371.803029
614,2592.437797,2011-01-02,72421,65,8,23,0,1,312.0
615,4678.4233939999995,2011-01-17,83102,116,15,35,0,1,443.67039900000003
616,13869.92705,2011-01-21,28432,118,1,59,0,2,612.300581
617,8717.777831,2011-02-22,83707,108,2,72,0,7,290.391526
618,5233.986808,2011-02-04,63259,65,25,14,0,7,316.795337
619,4764.189722,2011-02-07,0,67,18,73,0,8,405.527937
620,2472.469209,2011-01-20,63860,62,26,81,0,1,208.598246
621,5608.316347999999,2011-02-22,67176,72,20,90,0,9,345.6
622,5505.057003,2011-01-01,86132,68,30,10,0,3,301.437365
623,2606.2085030000003,2011-02-14,28519,66,1,56,0,1,456.47311500000006
624,10481.94383,2011-01-28,39102,88,11,98,0,2,152.33856200000002
625,3256.766388,2011-01-22,0,89,17,56,0,1,491.755368
626,30475.78048,2011-01-30,97298,128,16,38,0,2,48.517439
627,6364.902164,2011-01-18,41986,84,25,31,2,5,430.37504900000005
628,9468.509337000001,2011-02-22,0,88,6,47,0,2,633.6
629,5631.451865999999,2011-01-03,17291,73,3,25,0,5,350.4
630,7780.999262,2011-01-10,0,74,0,52,0,2,246.489123
631,9816.528301999999,2011-01-28,37256,62,15,7,0,2,128.969729
632,7519.133631000001,2011-02-20,96306,95,12,17,1,6,185.355353
633,10179.717040000001,2011-01-05,14290,271,20,40,0,1,1300.8
634,2772.8392350000004,2011-02-28,37038,71,6,97,1,1,9.071305
635,4037.501846,2011-02-18,90760,103,5,7,2,1,133.475315
636,21435.877819999998,2011-01-07,20668,188,34,54,3,2,902.4
637,2676.867914,2011-02-04,54480,67,19,91,0,1,321.6
638,2523.959554,2011-02-24,16244,68,4,85,0,1,623.223617
639,6988.401604000001,2011-02-26,22436,89,24,21,0,3,427.2
640,2695.963857,2011-02-13,25544,68,18,30,0,1,326.4
641,2673.319593,2011-02-13,28728,67,8,10,0,1,321.6
642,12157.32992,2011-02-27,57449,103,6,28,0,2,494.4
643,2957.764017,2011-02-06,83318,73,21,42,0,1,211.336937
644,7433.820995,2011-01-29,55561,63,2,79,0,2,227.872071
645,3099.538005,2011-01-19,0,102,18,32,5,1,862.762957
646,8415.684559000001,2011-01-03,55308,107,17,74,0,6,513.6
647,26843.124519999998,2011-01-16,36068,97,0,10,0,2,113.36776499999999
648,13057.170709999999,2011-02-27,48804,112,1,4,1,2,537.6
649,9599.950239,2011-01-24,0,131,6,52,0,6,943.2
650,8535.108918,2011-02-22,55790,111,4,40,0,9,117.672722
651,8293.481886,2011-01-09,70258,69,20,65,0,2,225.14594900000003
652,6846.150323000001,2011-01-27,0,95,13,20,0,5,456.0
653,6636.859781,2011-01-06,47274,83,32,26,1,5,182.43256499999998
654,5802.83547,2011-02-28,0,78,27,10,0,8,644.755653
655,5077.320916,2011-01-09,0,73,26,84,0,3,525.6
656,12427.39371,2011-02-09,15818,107,24,99,0,2,333.886816
657,10990.59477,2011-01-16,44552,137,7,42,0,3,311.10358199999996
658,3435.25008,2011-01-14,64348,86,25,18,0,1,212.391975
659,6624.61183,2011-02-26,0,62,27,53,0,2,297.6
660,5757.442258,2011-01-31,88997,72,9,71,0,3,174.041566
661,2691.568951,2011-01-24,77411,67,30,63,0,1,257.900458
662,2886.451602,2011-01-20,10312,78,10,63,0,1,486.27855700000003
663,5341.438779,2011-01-01,0,72,4,11,1,7,345.6
664,4160.0180869999995,2011-01-08,96263,103,5,5,0,1,1.924709
665,2846.24535,2011-02-03,28919,72,18,11,0,1,518.4
666,4770.256564,2011-01-02,0,68,2,28,1,4,326.4
667,5059.616223,2011-01-06,41869,64,5,52,0,6,262.12205
668,9095.744565,2011-01-15,0,128,5,76,0,8,921.6
669,2688.863963,2011-01-29,32808,68,1,88,1,1,541.695658
670,8277.637562,2011-02-14,79780,68,11,58,0,2,326.4
671,9057.935331,2011-01-02,91025,112,26,37,0,9,327.682669
672,3801.750407,2011-01-02,33043,95,15,90,0,1,456.0
673,9339.341599,2011-02-22,69442,118,26,6,3,3,1265.5703019999999
674,2520.12318,2011-01-15,0,70,18,47,0,1,63.043197
675,4984.0953420000005,2011-02-14,0,70,25,48,0,9,336.0
676,2595.747991,2011-02-18,47234,65,11,34,0,1,15.631363
677,7437.693334999999,2011-01-12,86863,92,27,26,0,3,441.6
678,14536.78759,2011-01-16,25805,66,25,0,2,2,375.86609100000004
679,5913.305869,2011-01-23,43676,76,19,7,0,3,364.8
680,2771.663013,2011-01-07,59855,74,30,82,4,1,355.2
681,29194.36639,2011-01-04,35296,126,19,11,0,2,452.616872
682,9880.38582,2011-01-03,36576,125,11,73,1,3,113.450122
683,15114.402409999999,2011-01-19,28513,100,4,22,1,2,480.0
684,5759.91084,2011-01-28,85448,72,16,76,0,3,16.03451
685,8495.164213,2011-01-24,23791,110,11,71,3,7,615.27228
686,4381.184212,2011-01-08,20597,112,31,46,0,1,615.256301
687,6997.827397,2011-02-23,56940,87,11,10,0,9,512.66245
688,11430.58845,2011-01-16,93210,71,35,62,0,2,74.523935
689,7482.486134999999,2011-01-23,48992,94,30,0,1,7,426.072946
690,8596.916624,2011-01-31,53736,71,2,20,0,2,169.287785
691,7854.960831,2011-01-16,25378,66,22,32,1,2,419.464143
692,2582.408525,2011-02-14,76731,64,2,68,0,1,201.455005
693,2275.3639670000002,2011-01-12,0,64,11,85,0,1,662.69318
694,4118.588554,2011-01-28,69379,103,14,79,0,1,494.4
695,12157.32992,2011-02-27,57449,103,6,28,0,2,494.4
696,5152.819636,2011-01-02,0,68,7,31,0,7,326.4
697,6512.976472,2011-01-02,0,93,30,70,0,6,669.6
698,27789.69235,2011-01-20,33806,89,32,59,0,2,395.729716
699,4191.966092000001,2011-01-29,77048,103,20,41,0,1,141.199465
700,10928.40709,2011-01-11,74965,90,20,93,0,2,58.557552
701,7615.381270999999,2011-01-09,34095,63,5,99,0,2,302.4
702,2004.350666,2011-02-22,0,66,16,35,4,1,316.8
703,2434.681155,2011-01-15,96045,61,24,35,0,1,8.582971
704,14195.36028,2011-02-12,86355,118,27,86,0,2,285.418473
705,9427.684903,2011-01-21,27824,118,32,9,0,8,566.4
706,11982.42085,2011-02-27,42995,101,10,22,0,2,410.50831600000004
707,3102.789546,2011-02-04,21235,79,18,56,0,1,244.23135
708,4222.631209,2011-01-17,74585,106,1,49,0,1,218.598065
709,4023.814439,2011-01-10,41833,103,28,43,0,1,643.826716
710,5297.1518049999995,2011-02-19,23908,70,18,57,0,4,336.0
711,21423.63723,2011-01-03,0,65,9,31,0,2,312.0
712,4416.206243,2011-01-26,61953,113,5,63,0,1,497.04729699999996
713,4639.035171,2011-02-28,0,142,5,87,0,1,1022.4
714,4863.544585000001,2011-01-13,0,137,25,45,0,1,657.6
715,25830.909819999997,2011-01-31,73760,107,16,3,1,2,230.24577200000002
716,2974.314896,2011-02-16,23333,74,8,43,0,1,5.622751
717,2064.458781,2011-01-08,0,61,6,30,0,1,292.8
718,10064.60828,2011-02-03,20440,128,11,54,2,9,614.4
719,5500.0125100000005,2011-02-11,86073,136,3,32,0,1,333.5671
720,5489.214062,2011-01-10,50943,139,18,14,0,1,667.2
721,2612.756658,2011-02-23,19003,71,29,21,0,1,34.651305
722,8573.463947,2011-01-10,46703,108,0,48,0,6,678.100487
723,24127.50402,2011-01-26,14072,71,13,3,0,2,511.2
724,8550.386579,2011-02-06,21733,73,17,37,0,2,525.6
725,2308.648034,2011-01-20,20811,61,33,61,0,1,292.8
726,4254.620669,2011-02-03,11904,61,34,11,2,3,292.8
727,8982.850376999999,2011-02-13,43490,114,24,63,4,6,174.588413
728,7868.165983,2011-01-17,57340,67,7,19,0,2,159.391681
729,7704.248723000001,2011-02-09,49088,97,4,46,0,3,698.4
730,10552.16999,2011-01-02,47761,131,2,54,0,6,232.711071
731,11681.37428,2011-02-26,70930,99,2,21,0,2,190.43446
732,8737.837514,2011-02-13,61281,110,7,16,0,7,79.865605
733,5454.890731,2011-02-22,0,82,4,77,1,3,393.6
734,7705.283329000001,2011-02-26,25290,66,0,4,0,2,382.08589700000005
735,7039.262387000001,2011-02-12,24239,88,25,5,0,8,48.348319000000004
736,8838.085637,2011-01-21,82664,114,24,10,3,9,133.425609
737,8733.527338,2011-02-05,83210,110,0,25,0,3,528.0
738,9597.474777,2011-02-18,38736,81,7,35,0,2,561.414794
739,4506.660224,2011-01-17,0,66,0,10,0,9,316.8
740,17857.97233,2011-02-13,55437,64,5,78,1,2,445.287788
741,4737.871725,2011-02-03,0,130,0,93,0,1,23.820158
742,5426.136238,2011-01-01,0,71,33,83,0,3,407.99683999999996
743,7998.143770999999,2011-02-19,29066,100,13,51,0,3,844.229478
744,2897.620704,2011-02-25,54337,72,27,7,0,1,345.6
745,11599.502190000001,2011-02-19,67616,96,25,17,0,2,340.306584
746,15147.93055,2011-02-16,41082,63,23,94,0,2,106.647493
747,5435.767832,2011-02-13,0,73,12,71,0,4,626.116259
748,2725.356404,2011-01-03,36650,69,2,70,1,1,56.60333000000001
749,13297.71225,2011-02-19,50631,112,19,12,4,2,784.6578099999999
750,9927.049694,2011-01-22,19592,92,31,63,0,2,441.6
751,17771.54902,2011-01-23,0,114,30,1,0,2,547.2
752,18269.27017,2011-02-12,55761,115,22,73,0,2,86.27772
753,2722.210707,2011-02-02,17576,71,29,70,0,1,398.502948
754,7083.212356999999,2011-02-24,41449,89,15,45,0,5,63.516572
755,10179.717040000001,2011-01-05,14290,271,20,40,0,1,1300.8
756,5889.5090979999995,2011-02-24,62007,73,4,7,0,3,120.01560900000001
757,15771.393419999999,2011-02-26,21921,206,14,44,0,3,1254.137899
758,5288.173294,2011-01-17,42621,66,8,3,0,3,316.8
759,27580.55396,2011-01-22,0,87,16,41,1,2,417.6
760,7778.532347,2011-01-07,63786,196,30,81,0,1,798.0026889999999
761,7341.861257,2011-01-18,0,104,1,48,3,7,82.041684
762,7919.197048,2011-01-07,82877,99,8,89,1,3,22.819088
763,2163.870179,2011-02-07,0,63,0,75,0,1,302.4
764,9787.808819,2011-01-07,10475,88,13,81,1,2,422.4
765,5207.640754,2011-01-18,21952,66,20,31,0,6,316.8
766,21147.277159999998,2011-01-07,49721,132,18,49,0,2,639.9713879999999
767,12280.766609999999,2011-01-01,88340,102,16,1,0,2,489.6
768,2441.394244,2011-02-13,0,65,7,28,0,1,312.0
769,6535.560574,2011-02-10,0,65,14,62,0,2,468.0
770,9206.598256000001,2011-01-10,24589,82,33,39,0,2,511.497882
771,4118.588554,2011-01-28,69379,103,14,79,0,1,494.4
772,4838.208971999999,2011-01-23,73769,61,24,95,2,3,239.540223
773,4625.548097999999,2011-02-28,66670,114,23,6,0,1,518.1803639999999
774,14042.103000000001,2011-01-06,88854,118,6,50,0,2,715.252366
775,7546.613549,2011-01-20,31266,193,6,79,0,1,926.4
776,2514.59196,2011-02-14,43860,65,15,58,0,1,156.124914
777,5170.358435,2011-01-31,89284,133,4,62,2,1,402.070719
778,13917.37715,2011-01-13,67267,89,31,10,0,2,94.814032
779,11318.13083,2011-01-13,79270,95,28,61,3,2,456.0
780,4276.363627000001,2011-01-16,36692,109,1,6,1,1,523.2
781,4322.240343,2011-02-16,0,119,0,37,0,1,571.2
782,8002.308333,2011-01-11,0,107,3,65,0,3,513.6
783,3885.456401,2011-02-28,0,105,3,92,0,1,504.0
784,4471.778239,2011-01-24,0,135,8,14,0,1,972.0
785,8496.352846,2011-02-04,44624,71,10,79,1,2,73.883044
786,22500.88348,2011-01-14,0,71,1,23,0,2,340.8
787,16301.9676,2011-02-17,19614,85,21,32,0,2,574.024018
788,2319.7359079999997,2011-01-23,0,64,31,53,0,1,632.715382
789,8717.049833,2011-02-14,83846,74,22,94,3,2,355.2
790,2860.1117449999997,2011-02-20,51159,72,4,61,0,1,4.238626
791,2453.408288,2011-01-21,83772,62,13,76,0,1,42.248087
792,5989.773931000001,2011-01-19,66839,154,33,24,0,1,739.2
793,24980.22553,2011-02-24,88440,70,19,30,0,2,27.145151000000002
794,7482.639506,2011-02-14,25666,63,7,30,2,2,270.002766
795,2457.576007,2011-01-27,52926,61,2,92,0,1,292.8
796,2379.741171,2011-02-06,0,67,16,90,0,1,494.946438
